cell_token,level,center_lat,center_lng,id
330197,10,9.076161388453432,125.6095473788639,3675384797166829568
33019c,9,9.183163900902885,125.65328482242008,3675390294724968448
3301a4,9,9.202908381610063,125.47819262724704,3675399090817990656
3301bc,9,9.053461301000395,125.47819262724704,3675425479097057280
3301d,8,8.839396393810345,125.39050462757244,3675447469329612800
3303,6,9.147661442959901,126.60939262387575,3675781720864456704
33061,8,10.909912597824006,125.74068819026593,3676643737980633088
33067,8,10.604908540416202,125.74068819026593,3676749291096899584
33069,8,10.301127077904944,125.74068819026593,3676784475468988416
3306b,8,9.998594285139218,125.74068819026593,3676819659841077248
3306d,8,10.041495751851892,125.39050462757244,3676854844213166080
3306f,8,10.345270726085293,125.39050462757244,3676890028585254912
330704,9,10.454617386137796,125.12687805676066,3676912018817810432
330713,10,10.367381458493817,124.90655099265078,3676928511492227072
33071b,10,10.345554099628563,125.08285881128572,3676937307585249280
33071d,10,10.334620561818907,125.17087411037765,3676939506608504832
33071f,10,10.258404608686385,125.17087411037765,3676941705631760384
33073,8,10.084200368001072,125.03881642788764,3676960397329432576
33077,8,10.432938439465062,124.68565093688035,3677030766073610240
33079,8,10.740427196230273,124.68565093688035,3677065950445699072
3307b,8,10.69547075881412,125.03881642788764,3677101134817787904
3307f,8,11.049137856179945,124.68565093688035,3677171503561965568
33083,8,11.670114728753141,124.68565093688035,3677241872306143232
330844,9,11.556011228439997,124.95066246411078,3677263862538698752
33085b,10,11.576602521031587,125.08285881128572,3677289151306137600
3308c,7,11.393925764437396,125.56578616403253,3677400201980542976
33099,8,12.244553278560941,125.03881642788764,3677628900399120384
3309b4,9,11.867020275712376,124.95066246411078,3677668482817720320
3309bb,10,11.977676034077845,124.99475096071113,3677676179399114752
3309d,8,11.982324816123773,124.68565093688035,3677699269143298048
4e8b,6,69.67945916501279,-57.20046872738079,5659617356721160192
